Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Whitney Hernandez,65,144000000.0,357220099.06,Short-term,medium,Under 7 year
Brandy Garcia,48,98000000.0,270226225.97,Medium-term,medium,Under 8 year
Lisa Berry,65,61000000.0,127715293.86,Long-term,low,Under 2 year
Ian Smith,55,142000000.0,264328407.95,Long-term,high,Under 8 year
Elizabeth Flores,29,140000000.0,402299265.54,Long-term,low,Under 1 year
Barbara Anderson,40,111000000.0,227319158.95,Short-term,high,Under 3 year
Douglas Johnson,54,146000000.0,316362059.32,Long-term,medium,Under 0 year
Anthony Flores,46,31000000.0,50624512.58,Short-term,high,Under 8 year
Connie Montoya,43,127000000.0,358224334.45,Medium-term,high,Under 3 year
Laura King,19,30000000.0,86040246.99,Short-term,high,Under 8 year
Craig Bennett,45,133000000.0,202714061.73,Medium-term,high,Under 1 year
Vicki Mcdonald,50,1000000.0,2540989.28,Medium-term,medium,Under 4 year
Jessica Davis,61,47000000.0,104364751.46,Medium-term,high,Under 0 year
Mckenzie Munoz,48,27000000.0,50723552.29,Long-term,high,Under 7 year
Steve Dodson,57,28000000.0,69771082.43,Short-term,high,Under 6 year
Lisa Phillips,59,144000000.0,319555655.72,Short-term,low,Under 5 year
Mary Ortiz,65,100000000.0,174054949.59,Short-term,medium,Under 6 year
Bonnie Davis,20,45000000.0,133527424.61,Short-term,low,Under 2 year
Victoria Hanna,47,60000000.0,164832560.21,Long-term,high,Under 0 year
Derrick Harper,42,83000000.0,225724178.33,Short-term,low,Under 2 year
Christine Porter,38,87000000.0,228767215.43,Long-term,medium,Under 5 year
Maria Fernandez,42,64000000.0,129593337.16,Long-term,high,Under 2 year
Dale Booth,55,92000000.0,217864280.1,Medium-term,low,Under 9 year
Melissa Barrett,42,110000000.0,322826118.64,Medium-term,low,Under 8 year
Tina Cole,40,62000000.0,157313792.89,Long-term,medium,Under 3 year
Christina Obrien,34,65000000.0,123928595.29,Long-term,medium,Under 7 year
Kelly Reyes,65,89000000.0,211226085.7,Long-term,low,Under 5 year
Ana Johnson DDS,38,48000000.0,81861889.28,Long-term,low,Under 5 year
Charles Williams,46,55000000.0,87795703.16,Short-term,low,Under 2 year
Leslie Huff,59,125000000.0,360576896.94,Long-term,low,Under 6 year
Shawn Dyer,20,62000000.0,140737794.33,Medium-term,high,Under 4 year
Stacey Bishop,42,19000000.0,56413039.08,Short-term,high,Under 9 year
Linda Haas,57,105000000.0,261771018.97,Medium-term,high,Under 7 year
Mary Armstrong,44,21000000.0,36786745.37,Long-term,medium,Under 6 year
Tricia Thompson,23,140000000.0,288475657.73,Short-term,low,Under 7 year
Mary Reed,47,119000000.0,199253106.79,Medium-term,low,Under 5 year
Donald Wood,58,128000000.0,298927937.64,Medium-term,low,Under 7 year
Heidi Torres,49,35000000.0,95300169.72,Long-term,high,Under 7 year
Julie Garcia,64,32000000.0,52665434.61,Medium-term,medium,Under 7 year
Jackie Jackson,39,92000000.0,199539599.46,Short-term,high,Under 7 year
Jacqueline Yoder,20,82000000.0,199727895.72,Long-term,low,Under 8 year
Michael Rivas,57,85000000.0,249645584.2,Long-term,low,Under 2 year
Lisa Murphy,25,66000000.0,138358495.86,Medium-term,medium,Under 4 year
Joseph Lloyd,51,144000000.0,402799665.29,Short-term,low,Under 6 year
Kimberly Arnold DDS,58,80000000.0,129796363.53,Long-term,low,Under 6 year
Laura Johnson,40,146000000.0,261184755.63,Short-term,high,Under 6 year
John Barker,24,51000000.0,113549161.77,Short-term,low,Under 4 year
Kathryn James,50,34000000.0,83041070.67,Medium-term,high,Under 0 year
Daniel Gentry MD,46,37000000.0,108036475.49,Long-term,medium,Under 0 year
Jeffery Williams,62,86000000.0,174199481.28,Medium-term,medium,Under 4 year
Zachary Patel,57,24000000.0,67619223.73,Medium-term,high,Under 9 year
Terry Alvarado,40,79000000.0,138571225.24,Long-term,medium,Under 9 year
Ashley Snyder,21,148000000.0,338681151.16,Medium-term,high,Under 3 year
Sean Perry,47,100000000.0,259967295.42,Long-term,medium,Under 7 year
Victor Wright,50,128000000.0,213686111.83,Medium-term,medium,Under 4 year
Adam Molina,36,21000000.0,58493342.28,Medium-term,low,Under 6 year
Kristina Richard,32,6000000.0,9753245.32,Long-term,medium,Under 6 year
Heather Miles,44,102000000.0,153077340.1,Short-term,medium,Under 8 year
Linda Garza,46,48000000.0,100138919.24,Short-term,medium,Under 8 year
Amy Lopez,41,22000000.0,35091348.86,Long-term,high,Under 4 year
Tonya Hayes,19,68000000.0,160887230.8,Long-term,high,Under 2 year
Michele Dennis,22,106000000.0,164711030.15,Long-term,medium,Under 6 year
Robert Reyes,20,141000000.0,272826379.83,Medium-term,high,Under 4 year
Madison Nguyen,52,107000000.0,265499809.53,Long-term,high,Under 2 year
Penny Garcia,45,73000000.0,113386744.6,Short-term,low,Under 7 year
Amber Burgess,62,78000000.0,122465290.2,Long-term,high,Under 4 year
Jacqueline Garcia,32,138000000.0,240826563.4,Long-term,high,Under 9 year
Robert Jones,59,42000000.0,105401026.07,Long-term,medium,Under 2 year
Whitney Calderon,63,118000000.0,327312547.63,Medium-term,high,Under 7 year
Michelle Davidson,53,69000000.0,201909853.29,Medium-term,medium,Under 2 year
Debra Meyer,34,24000000.0,56757912.57,Medium-term,medium,Under 9 year
Carlos Weaver,30,90000000.0,230293146.54,Medium-term,high,Under 9 year
Jonathan Brooks,55,100000000.0,251012917.46,Medium-term,high,Under 1 year
Craig Duran,36,65000000.0,111187756.77,Long-term,low,Under 1 year
Mr. Todd Gonzalez,58,67000000.0,101856402.54,Medium-term,medium,Under 8 year
Logan Johnson,63,10000000.0,22941162.66,Short-term,high,Under 5 year
Tonya Jackson,55,48000000.0,106295673.79,Long-term,medium,Under 1 year
Melissa Ferguson,53,108000000.0,167595515.71,Medium-term,high,Under 3 year
Nancy Jacobs,50,111000000.0,202923499.03,Medium-term,medium,Under 6 year
Susan Cabrera,34,43000000.0,67536692.77,Long-term,high,Under 1 year
Valerie Taylor,35,36000000.0,83450350.55,Long-term,medium,Under 0 year
Brenda Johns,38,113000000.0,226508050.98,Medium-term,high,Under 4 year
Andrew Andersen,34,107000000.0,226629576.11,Long-term,high,Under 0 year
Caroline Sanchez,43,120000000.0,327718972.28,Medium-term,low,Under 8 year
Christina Myers,49,116000000.0,205583094.29,Long-term,medium,Under 7 year
Jack Adkins,22,129000000.0,235575011.74,Medium-term,low,Under 9 year
Anthony Dunn,39,19000000.0,55467235.87,Long-term,low,Under 9 year
Corey Bryant,32,81000000.0,175238171.86,Short-term,low,Under 7 year
Michael Yang,33,113000000.0,182412639.76,Short-term,low,Under 9 year
Jessica Ward,49,65000000.0,126751034.46,Short-term,low,Under 0 year
Sabrina Flores,58,5000000.0,8242406.73,Long-term,medium,Under 7 year
Richard King,35,19000000.0,49212113.87,Short-term,medium,Under 4 year
Debra Jordan,58,10000000.0,24375997.32,Long-term,high,Under 5 year
Donald Larson,61,114000000.0,287946760.45,Long-term,high,Under 3 year
Kenneth King,54,73000000.0,191614207.9,Short-term,low,Under 0 year
Debra Sutton,28,10000000.0,27775180.92,Medium-term,high,Under 6 year
Sharon Taylor,22,95000000.0,281912507.38,Short-term,low,Under 5 year
Dr. Rhonda Harmon DDS,27,57000000.0,131452486.57,Long-term,medium,Under 5 year
Brian Adams,43,44000000.0,74944781.7,Short-term,medium,Under 2 year
Carla Robbins PhD,36,125000000.0,218167086.39,Long-term,low,Under 0 year
Blake Edwards,62,71000000.0,181548874.31,Medium-term,medium,Under 1 year
Jose Stewart,33,66000000.0,100477845.85,Short-term,high,Under 6 year
William Sawyer,40,59000000.0,100551431.97,Short-term,high,Under 0 year
Amy Ferguson,60,147000000.0,390250045.72,Long-term,high,Under 2 year
Darrell Garcia,42,133000000.0,291844181.82,Short-term,low,Under 8 year
Dana Young,41,51000000.0,127620750.45,Short-term,low,Under 8 year
Thomas Collins,32,39000000.0,73939840.47,Long-term,low,Under 3 year
Jonathan Powell,39,28000000.0,59949945.59,Short-term,medium,Under 3 year
Mary Dunn,31,11000000.0,25064529.45,Short-term,high,Under 3 year
Brandon Smith,23,46000000.0,71508444.12,Long-term,high,Under 2 year
Mr. Mike Williams,56,43000000.0,127247323.4,Medium-term,high,Under 1 year
Timothy Sanchez,59,40000000.0,76973958.09,Medium-term,high,Under 3 year
Larry Eaton,49,7000000.0,12197413.3,Long-term,medium,Under 4 year
Alec Rodriguez,45,97000000.0,211037393.33,Short-term,high,Under 0 year
Dawn Rivera,27,51000000.0,143011368.2,Short-term,medium,Under 7 year
Andrew Fox,65,144000000.0,367159718.94,Long-term,low,Under 2 year
Elizabeth Mcmillan,49,149000000.0,399900280.44,Medium-term,high,Under 7 year
Jacqueline Adams,41,106000000.0,170856823.71,Long-term,high,Under 3 year
Christopher Sellers,39,17000000.0,38406668.56,Medium-term,medium,Under 6 year
Kelly Miller,37,89000000.0,232821134.91,Short-term,high,Under 6 year
Donna Barnett,28,5000000.0,13871815.17,Long-term,low,Under 9 year
Jenna Reed,22,24000000.0,51944834.22,Medium-term,low,Under 5 year
Michael Rios,25,75000000.0,201471677.62,Short-term,low,Under 4 year
Latasha Hatfield,27,95000000.0,269523125.82,Medium-term,medium,Under 9 year
Christopher Vargas,32,61000000.0,99333807.75,Medium-term,high,Under 9 year
Donna Brown,34,131000000.0,285918141.57,Short-term,medium,Under 1 year
Patricia Rose,22,112000000.0,186739476.49,Long-term,medium,Under 8 year
Andrew Perry,32,91000000.0,174980073.57,Short-term,medium,Under 2 year
Andrea Arnold,18,145000000.0,434421714.1,Short-term,low,Under 8 year
Steven Stewart,51,95000000.0,204377654.62,Medium-term,medium,Under 3 year
Laura Hammond,38,68000000.0,195930328.65,Short-term,low,Under 9 year
Thomas Black,29,106000000.0,183773943.29,Short-term,low,Under 6 year
Ronald Church,48,28000000.0,62771023.88,Long-term,low,Under 8 year
Kyle Chapman,54,150000000.0,382342637.28,Medium-term,high,Under 3 year
Daniel Lopez,32,68000000.0,188928618.1,Short-term,low,Under 3 year
Chelsea Sanchez,46,27000000.0,40856583.28,Short-term,medium,Under 2 year
Logan Lowery,34,104000000.0,160597011.48,Long-term,high,Under 9 year
Steven Wyatt,22,148000000.0,306535757.68,Medium-term,high,Under 7 year
Tammie Butler,39,145000000.0,254547983.88,Long-term,high,Under 0 year
Manuel Jones,59,51000000.0,122338129.22,Medium-term,medium,Under 3 year
Mark Patrick,23,135000000.0,272011506.1,Medium-term,medium,Under 6 year
Kathleen Cook,31,116000000.0,266972819.38,Long-term,high,Under 4 year
Jennifer Carr,31,18000000.0,38460825.97,Medium-term,low,Under 6 year
William Gregory,29,107000000.0,230205762.03,Short-term,high,Under 4 year
Barbara Jensen,32,45000000.0,70742809.97,Long-term,high,Under 7 year
Samantha Martinez DVM,20,38000000.0,64096745.37,Long-term,low,Under 5 year
Timothy Sandoval,55,59000000.0,111339918.55,Long-term,high,Under 3 year
Amber Nelson,19,115000000.0,338628473.53,Short-term,high,Under 7 year
Lisa Clark,39,130000000.0,229934006.97,Short-term,medium,Under 3 year
Jenny Robinson,39,26000000.0,70612285.05,Long-term,medium,Under 9 year
Sarah Stephenson,53,139000000.0,287234993.66,Long-term,low,Under 0 year
Christopher Wells,34,99000000.0,269586040.73,Long-term,high,Under 5 year
Karen Patel,25,22000000.0,63258381.1,Long-term,high,Under 2 year
Traci Armstrong,57,93000000.0,168047279.05,Long-term,medium,Under 1 year
Christian Williams,45,83000000.0,221140625.4,Short-term,low,Under 8 year
Joseph Clark,23,142000000.0,277765971.91,Medium-term,medium,Under 3 year
David Jones,27,144000000.0,409605875.96,Medium-term,high,Under 4 year
Tracy Jones,28,28000000.0,60414090.11,Long-term,medium,Under 3 year
Nancy Salazar,22,6000000.0,13737395.69,Medium-term,low,Under 4 year
Nicole Ferguson,60,48000000.0,117383673.49,Short-term,medium,Under 8 year
Joshua Estes,65,144000000.0,351952052.26,Medium-term,high,Under 5 year
Carl Stevens,53,46000000.0,118062622.42,Long-term,low,Under 7 year
Megan Ferguson,27,125000000.0,373511725.52,Short-term,low,Under 8 year
Robert Gilbert,54,109000000.0,298033011.16,Medium-term,medium,Under 8 year
Donna Chang,47,38000000.0,98058197.87,Long-term,low,Under 7 year
Ryan Thomas,48,3000000.0,7754298.04,Long-term,low,Under 3 year
Justin White,45,66000000.0,155238131.36,Short-term,high,Under 6 year
Robert Wood,18,134000000.0,225187901.24,Long-term,medium,Under 7 year
Diana Martin,24,18000000.0,38304802.48,Short-term,low,Under 7 year
Evelyn Thomas,64,31000000.0,92542636.53,Short-term,low,Under 0 year
Matthew Martin,59,110000000.0,222165487.32,Medium-term,medium,Under 3 year
Renee Williams,65,96000000.0,213985162.93,Short-term,high,Under 4 year
Nicholas Allen,18,148000000.0,368747818.44,Long-term,medium,Under 5 year
Amy Bonilla,60,133000000.0,374300507.43,Long-term,low,Under 3 year
Frank Scott,18,76000000.0,196370633.8,Short-term,high,Under 6 year
Luis Howard,35,149000000.0,399048190.99,Long-term,medium,Under 3 year
Gregory Sanders,46,80000000.0,155765995.84,Short-term,medium,Under 3 year
Katherine Sims,20,57000000.0,112654587.78,Long-term,low,Under 4 year
Daniel Alvarado,33,4000000.0,11463843.56,Medium-term,low,Under 3 year
Aaron Cain,21,26000000.0,47758225.56,Short-term,low,Under 3 year
Matthew Porter,56,145000000.0,330750126.87,Medium-term,medium,Under 2 year
Jennifer Griffin,20,15000000.0,23067745.05,Medium-term,low,Under 2 year
Omar Smith,60,137000000.0,293924488.55,Short-term,medium,Under 4 year
Matthew Smith,54,87000000.0,155874731.64,Short-term,low,Under 0 year
Marvin Ferguson,37,142000000.0,383528314.78,Medium-term,medium,Under 8 year
Karen Payne,42,58000000.0,136788874.15,Medium-term,low,Under 4 year
Eric Odom,42,135000000.0,328964056.46,Short-term,high,Under 6 year
Deborah Duncan,19,36000000.0,78394579.62,Medium-term,high,Under 2 year
Danielle Espinoza,56,149000000.0,365458539.18,Short-term,medium,Under 2 year
Patrick Knapp,57,20000000.0,41903682.98,Short-term,medium,Under 4 year
Charles Mccall,38,54000000.0,122110827.96,Medium-term,medium,Under 1 year
Jason Mccall,39,26000000.0,57387756.49,Medium-term,medium,Under 8 year
Christopher Cox,56,50000000.0,92861539.98,Short-term,low,Under 6 year
Tanya Wilson,25,66000000.0,110816134.55,Short-term,medium,Under 4 year
Jonathan Martinez,34,72000000.0,128416462.65,Medium-term,low,Under 4 year
Jennifer Smith,29,103000000.0,198316272.16,Medium-term,high,Under 3 year
Kenneth Morse,33,18000000.0,37068402.2,Medium-term,medium,Under 6 year
Robyn Lin,25,29000000.0,48677494.07,Long-term,medium,Under 3 year
Jordan Perez,21,17000000.0,47698338.25,Short-term,medium,Under 5 year
Christine Thornton,33,50000000.0,100600782.82,Long-term,high,Under 1 year
Wesley Ali,18,86000000.0,217872905.28,Short-term,low,Under 6 year
Martha Hester,41,117000000.0,299184942.68,Short-term,medium,Under 7 year
Jesse Buckley,49,132000000.0,246738292.76,Medium-term,high,Under 6 year
Jonathan Ward,29,150000000.0,312213823.66,Medium-term,low,Under 3 year
Scott Jones,57,92000000.0,192552426.46,Short-term,medium,Under 0 year
Mitchell Holmes,28,92000000.0,190576711.7,Medium-term,medium,Under 2 year
Leah Wilson,38,93000000.0,167649294.22,Long-term,medium,Under 9 year
Autumn Church,50,59000000.0,147478780.67,Short-term,low,Under 5 year
Steven Hopkins,22,5000000.0,9154475.83,Medium-term,low,Under 8 year
Nicholas Newman,62,58000000.0,150657799.29,Medium-term,medium,Under 2 year
Mark Obrien,64,67000000.0,160256847.95,Short-term,high,Under 8 year
Tanner Clark,48,48000000.0,90147474.69,Short-term,medium,Under 0 year
Michael Green,62,120000000.0,237639149.59,Short-term,high,Under 5 year
Bernard Hester,47,100000000.0,242484552.86,Long-term,low,Under 0 year
Elizabeth Washington,29,99000000.0,212107368.89,Short-term,low,Under 6 year
John Torres,36,110000000.0,248784433.33,Medium-term,low,Under 7 year
Madison Stevens,53,106000000.0,263066711.09,Medium-term,low,Under 4 year
Jessica Brady,36,104000000.0,167467720.16,Long-term,low,Under 1 year
Jennifer Nash,44,48000000.0,116863562.26,Long-term,low,Under 8 year
Anna Smith,55,9000000.0,24449569.54,Long-term,medium,Under 8 year
James Jackson,58,82000000.0,182291710.04,Short-term,low,Under 6 year
Dr. Jason Rivera Jr.,44,121000000.0,333265417.08,Long-term,low,Under 2 year
Diane Doyle,27,94000000.0,157658940.7,Long-term,high,Under 9 year
Brian Rose,31,24000000.0,41132744.54,Short-term,high,Under 3 year
Brandon Chandler,65,134000000.0,232269881.48,Medium-term,high,Under 0 year
David Dixon,43,5000000.0,13556767.54,Long-term,low,Under 5 year
Lindsey Arnold,41,39000000.0,103062110.6,Short-term,low,Under 3 year
Spencer Bell,57,135000000.0,253449515.96,Short-term,high,Under 0 year
Austin Lowe,21,34000000.0,89908355.99,Short-term,medium,Under 5 year
Kyle Burns,47,136000000.0,204443601.75,Medium-term,low,Under 0 year
Jean Barnett,37,44000000.0,122085625.36,Medium-term,medium,Under 6 year
Steven Figueroa,54,139000000.0,280136041.83,Long-term,high,Under 7 year
Paul Whitaker,53,77000000.0,122682868.6,Medium-term,low,Under 0 year
Leslie Hunter,42,28000000.0,74896324.66,Medium-term,medium,Under 0 year
Adam Rios,41,75000000.0,196375501.86,Long-term,low,Under 6 year
Michael Ruiz,38,37000000.0,76301167.61,Long-term,medium,Under 0 year
Daniel Walton,29,93000000.0,266974424.78,Short-term,medium,Under 6 year
Patrick Li,64,68000000.0,156276089.07,Long-term,low,Under 2 year
Kelly Buchanan,22,106000000.0,233410749.8,Medium-term,high,Under 1 year
Terry Smith,46,118000000.0,285944153.9,Short-term,high,Under 8 year
Jeffrey Cook,45,50000000.0,92383937.97,Long-term,low,Under 8 year
Anna Simmons,44,78000000.0,124310205.97,Short-term,medium,Under 4 year
George Chapman,61,67000000.0,173320571.81,Short-term,low,Under 5 year
Christopher Jimenez,64,149000000.0,350104096.05,Medium-term,medium,Under 0 year
Michelle Baker,65,107000000.0,179094000.45,Short-term,medium,Under 5 year
Kelly Fisher,23,66000000.0,116670281.68,Short-term,low,Under 0 year
James Morrow,27,103000000.0,188382200.49,Medium-term,low,Under 5 year
Tanya Nguyen MD,26,22000000.0,65457331.33,Short-term,high,Under 0 year
Antonio Gonzalez,32,81000000.0,231641940.07,Short-term,high,Under 2 year
Kristie Jones,46,55000000.0,163351238.34,Short-term,low,Under 1 year
Dr. William Dixon,43,51000000.0,107322270.58,Medium-term,medium,Under 7 year
Jeff James,63,117000000.0,239978644.41,Long-term,low,Under 2 year
Michael Gonzalez,24,14000000.0,27105709.24,Short-term,medium,Under 7 year
Amy Thompson,51,96000000.0,281305796.27,Long-term,medium,Under 8 year
Kenneth Potts,42,65000000.0,143950133.75,Short-term,high,Under 7 year
James Smith,25,100000000.0,266091170.43,Long-term,medium,Under 3 year
Christopher Bates,56,65000000.0,135253765.75,Medium-term,high,Under 7 year
Gloria Maynard,45,107000000.0,174011964.83,Medium-term,medium,Under 7 year
Andrea Martin,37,96000000.0,252501367.8,Short-term,medium,Under 9 year
Danielle Adams,42,46000000.0,98738120.03,Long-term,low,Under 7 year
Paul Brown,62,131000000.0,256620382.15,Long-term,low,Under 6 year
Jennifer Nelson,25,56000000.0,118136346.61,Medium-term,high,Under 3 year
Felicia Jones,30,60000000.0,135574021.64,Short-term,low,Under 8 year
Amber Faulkner,61,60000000.0,141086104.14,Medium-term,medium,Under 1 year
